	0         .1            .5           1.0           2.0           3.0           4.0           5.0           6.0           7.0           8.0           9.0          10.0          15.0          20.0          25.0          30.0          35.0          40.0          45.0          50.0          60.0          70.0          80.0          90.0         100.0         110.0         120.0         130.0         140.0         150.0         160.0         170.0         180.0	0
     .3000E+05     .1625E-14     .1440E-14     .1011E-14     .3570E-15     .1350E-15     .5984E-16     .3058E-16     .1715E-16     .1044E-16     .6634E-17     .4433E-17     .3091E-17     .7156E-18     .2475E-18     .1071E-18     .5389E-19     .3032E-19     .1837E-19     .1185E-19     .8035E-20     .4141E-20     .2399E-20     .1517E-20     .1028E-20     .7474E-21     .5677E-21     .4459E-21     .3713E-21     .3218E-21     .2860E-21     .2572E-21     .2541E-21     .3615E-21           .5959E-17
     .2900E+05     .1625E-14     .1445E-14     .1025E-14     .3688E-15     .1407E-15     .6256E-16     .3221E-16     .1803E-16     .1093E-16     .7032E-17     .4694E-17     .3249E-17     .7599E-18     .2629E-18     .1140E-18     .5757E-19     .3237E-19     .1959E-19     .1266E-19     .8582E-20     .4420E-20     .2559E-20     .1628E-20     .1102E-20     .7896E-21     .6017E-21     .4849E-21     .3904E-21     .3412E-21     .3030E-21     .2812E-21     .2657E-21     .2389E-21           .6147E-17
     .2800E+05     .1624E-14     .1448E-14     .1037E-14     .3816E-15     .1469E-15     .6567E-16     .3378E-16     .1910E-16     .1158E-16     .7405E-17     .4958E-17     .3464E-17     .8082E-18     .2805E-18     .1215E-18     .6145E-19     .3455E-19     .2095E-19     .1354E-19     .9187E-20     .4738E-20     .2747E-20     .1742E-20     .1191E-20     .8464E-21     .6423E-21     .5051E-21     .4236E-21     .3570E-21     .3254E-21     .2981E-21     .2780E-21     .3491E-21           .6351E-17
     .2700E+05     .1613E-14     .1445E-14     .1046E-14     .3941E-15     .1533E-15     .6897E-16     .3558E-16     .2007E-16     .1227E-16     .7823E-17     .5286E-17     .3664E-17     .8635E-18     .2993E-18     .1301E-18     .6596E-19     .3698E-19     .2247E-19     .1452E-19     .9855E-20     .5088E-20     .2951E-20     .1870E-20     .1276E-20     .9259E-21     .6988E-21     .5559E-21     .4608E-21     .3944E-21     .3413E-21     .3129E-21     .3118E-21     .3639E-21           .6553E-17
     .2600E+05     .1608E-14     .1445E-14     .1057E-14     .4075E-15     .1605E-15     .7255E-16     .3765E-16     .2117E-16     .1300E-16     .8363E-17     .5610E-17     .3891E-17     .9227E-18     .3200E-18     .1397E-18     .7068E-19     .3973E-19     .2416E-19     .1561E-19     .1059E-19     .5476E-20     .3173E-20     .2007E-20     .1371E-20     .9849E-21     .7483E-21     .5998E-21     .4921E-21     .4216E-21     .3761E-21     .3495E-21     .3276E-21     .3932E-21           .6778E-17
     .2500E+05     .1609E-14     .1451E-14     .1071E-14     .4225E-15     .1681E-15     .7644E-16     .3974E-16     .2259E-16     .1378E-16     .8846E-17     .5990E-17     .4168E-17     .9875E-18     .3443E-18     .1503E-18     .7607E-19     .4277E-19     .2605E-19     .1685E-19     .1143E-19     .5905E-20     .3428E-20     .2182E-20     .1490E-20     .1072E-20     .8203E-21     .6454E-21     .5332E-21     .4611E-21     .4090E-21     .3662E-21     .3515E-21     .4211E-21           .7033E-17
     .2400E+05     .1606E-14     .1453E-14     .1083E-14     .4378E-15     .1763E-15     .8069E-16     .4202E-16     .2386E-16     .1470E-16     .9436E-17     .6403E-17     .4445E-17     .1064E-17     .3695E-18     .1622E-18     .8202E-19     .4626E-19     .2815E-19     .1821E-19     .1238E-19     .6406E-20     .3726E-20     .2364E-20     .1619E-20     .1162E-20     .8943E-21     .6941E-21     .5699E-21     .5151E-21     .4359E-21     .4041E-21     .3892E-21     .4746E-21           .7297E-17
     .2300E+05     .1602E-14     .1453E-14     .1093E-14     .4539E-15     .1852E-15     .8540E-16     .4475E-16     .2544E-16     .1564E-16     .1014E-16     .6849E-17     .4761E-17     .1146E-17     .4001E-18     .1755E-18     .8886E-19     .5012E-19     .3052E-19     .1977E-19     .1343E-19     .6946E-20     .4044E-20     .2577E-20     .1742E-20     .1264E-20     .9614E-21     .7690E-21     .6300E-21     .5415E-21     .4803E-21     .4623E-21     .4539E-21     .6185E-21           .7585E-17
     .2200E+05     .1622E-14     .1473E-14     .1112E-14     .4739E-15     .1953E-15     .9095E-16     .4752E-16     .2750E-16     .1670E-16     .1079E-16     .7295E-17     .5145E-17     .1236E-17     .4332E-18     .1907E-18     .9648E-19     .5447E-19     .3327E-19     .2153E-19     .1465E-19     .7613E-20     .4417E-20     .2802E-20     .1900E-20     .1386E-20     .1052E-20     .8512E-21     .6748E-21     .5914E-21     .5574E-21     .4900E-21     .4794E-21     .7914E-21           .7940E-17
     .2100E+05     .1627E-14     .1479E-14     .1125E-14     .4896E-15     .2056E-15     .9664E-16     .5061E-16     .2884E-16     .1801E-16     .1168E-16     .7868E-17     .5538E-17     .1336E-17     .4736E-18     .2074E-18     .1052E-18     .5965E-19     .3633E-19     .2355E-19     .1605E-19     .8328E-20     .4875E-20     .3124E-20     .2116E-20     .1530E-20     .1170E-20     .9312E-21     .7881E-21     .6701E-21     .6087E-21     .5601E-21     .5622E-21     .2842E-21           .8265E-17
     .2000E+05     .1622E-14     .1481E-14     .1136E-14     .5061E-15     .2167E-15     .1018E-15     .5467E-16     .3127E-16     .1919E-16     .1251E-16     .8530E-17     .5999E-17     .1457E-17     .5143E-18     .2262E-18     .1154E-18     .6530E-19     .3986E-19     .2589E-19     .1761E-19     .9151E-20     .5347E-20     .3404E-20     .2329E-20     .1706E-20     .1277E-20     .1045E-20     .8586E-21     .7091E-21     .6479E-21     .6177E-21     .5492E-21     .6458E-21           .8619E-17
     .1900E+05     .1634E-14     .1497E-14     .1159E-14     .5279E-15     .2311E-15     .1087E-15     .5787E-16     .3366E-16     .2091E-16     .1356E-16     .9274E-17     .6482E-17     .1594E-17     .5643E-18     .2495E-18     .1270E-18     .7192E-19     .4399E-19     .2856E-19     .1946E-19     .1010E-19     .5887E-20     .3750E-20     .2565E-20     .1879E-20     .1430E-20     .1141E-20     .9147E-21     .8020E-21     .7191E-21     .6596E-21     .6862E-21     .5073E-21           .9063E-17
